Department,Subject,Master Subject,Title,Level,Pre/Co-Requisites
2,2.98,2.98,Sports Tech: Eng & Innovation,G,
2,2.981,2.981,New England Coastal Ecology,U,
2,2.99,2.99,Topics in Mechanical Engr,U,Permission of department
2,2.99,2.99,Practical Work Experience,U,
2,2.993,2.993,Independent Study,U,
2,2.994,2.994,Independent Study,U,
2,2.995,2.995,Advanced Topics in Mech Engr,G,Permission of instructor
2,2.996,2.996,Advanced Topics in Mech Engr,G,Permission of instructor
2,2.997,2.997,Advanced Topics in Mech Engr,G,Permission of instructor
2,2.998,2.998,Advanced Topics in Mech Engr,G,Permission of instructor
2,2.999,2.999,Engr Degree Thesis Proposal,G,Permission of instructor
2,2.EPE,2.EPE,UPOP Engineer Practice Exp,U,2.EPW or permission of instructor
2,2.EPW,2.EPW,UPOP Engr Practice Wrkshp,U,
2,2.S007,2.S007,Special Subject in MechE,U,
2,2.S670,2.S670,Spec Subj: Mechanical Engr,U,
2,2.S790,2.S790,Spec Subj: Bioengineering,G,Permission of instructor
2,2.S791,2.S791,Spec Subj: Bioengineering,G,Permission of instructor
2,2.S792,2.S792,Spec Subj: Bioengineering,G,Permission of instructor
2,2.S97,2.S97,Spec Subj: Mechanical Engr,U,
2,2.S971,2.S971,Spec Subj: Mechanical Engr,U,
2,2.S972,2.S972,Spec Subj: Mechanical Engr,U,
2,2.S973,2.S973,Spec Subj: Mechanical Engr,U,
2,2.S974,2.S974,Spec Subj: Mechanical Engr,U,
2,2.S975,2.S975,Spec Subj: Mechanical Engr,U,
2,2.S980,2.S980,Spec Subj: Mechanical Engr,G,Permission of instructor
2,2.S981,2.S981,Spec Subj: Mechanical Engr,G,Permission of instructor
2,2.S982,2.S982,Spec Subj: Mechanical Engr,G,Permission of instructor
2,2.S983,2.S983,Spec Subj: Mechanical Engr,G,Permission of instructor
2,2.S990,2.S990,Spec Subj: Mechanical Engr,G,
2,2.S991,2.S991,Spec Subj: Mechanical Engr,U,
2,2.S992,2.S992,Spec Subj: Mechanical Engr,U,
2,2.S993,2.S993,Spec Subj: Mechanical Engr,U,
2,2.S994,2.S994,Spec Subj: Mechanical Engr,U,
2,2.S995,2.S995,Spec Subj: Mechanical Engr,U,
2,2.S996,2.S996,Spec Subj: Mechanical Engr,G,Permission of instructor
2,2.S997,2.S997,Spec Subj: Mechanical Engr,G,Permission of instructor
2,2.S998,2.S998,Spec Subj: Mechanical Engr,G,Permission of instructor
2,2.S999,2.S999,Spec Subj: Mechanical Engr,G,Permission of instructor
2,2.THG,2.THG,Thesis,G,Permission of advisor
2,2.THU,2.THU,Undergraduate Thesis,U,
2,2.UR,2.UR,Undergraduate Research,U,
2,2.URG,2.URG,Undergraduate Research,U,
3,3.001,3.001,Intro Materials Science & Eng,U,
3,3.003,3.004,Principles of Engr Practice,U,"GIR:PHY1, GIR:CAL1"
3,3.004,3.004,Principles of Engr Practice,U,"GIR:PHY1,GIR:CAL1"
3,3.005,3.005,Projects: Material World,U,
3,3.012,3.012,Fundamentals of Materials,U,"[18.03, 18.032, or 3.016]"
3,3.014,3.014,Materials Laboratory,U,
3,3.016,3.016,Math Methods for Materials Sci,U,GIR:CAL2
3,3.017,3.017,"Modelling, Comp, Visualization",U,"3.016, 6.0001, 16.66, or 12.010; 3.014, 3.022, or 3.024; or permission of instructor"
3,3.021,3.021,Intro to Modeling & Simulation,U,"18.03, 3.016, or permission of instructor"
3,3.022,3.022,Microstructural Evolution,U,3.012
3,3.024,3.024,Electronic Properties,U,3.012
3,3.032,3.032,Mech Behavior of Materials,U,GIR:PHY1; 3.016 or 18.03
3,3.034,3.034,Organic & Biomaterials Chem,U,3.012
3,3.034A,3.034,Organic and Biomaterials Chemi,U,GIR:CHEM
3,3.035,3.035,Problems in Matls Sci & Engr,U,Permission of instructor
3,3.036,3.036,Problems in Matls Sci & Engr,U,Permission of instructor
3,3.037,3.037,Problems in Matls Sci & Engr,U,Permission of instructor
3,3.038,3.038,Problems in Matls Sci & Engr,U,Permission of instructor
3,3.039,3.039,Problems in Matls Sci & Engr,U,Permission of instructor
3,3.04,3.04,Problems in Matls Sci & Engr,U,Permission of instructor
3,3.042,3.042,Materials Project Laboratory,U,"3.014, 3.032, or 3.044"
3,3.044,3.044,Materials Processing,U,"3.012, 3.022"
3,3.046,3.046,Thermodynamics of Materials,U,3.012 or permission of instructor
3,3.048,3.048,Advanced Materials Processing,U,"3.022, 3.044"
3,3.052,3.052,Nanomechanics Matls & Biomatls,U,3.032 or permission of instructor
3,3.053,20.31,"Molec, Cell, & Tissue Biomechs",U,2.370 or 2.772J; 18.03 or 3.016; GIR:BIOL
3,3.054,3.054,Cellular Solids,U,3.032
3,3.055,20.363,Biomaterials Science & Engr,U,"3.034, 20.110, or permission of instructor"
3,3.063,3.063,Polymer Physics,U,3.012
3,3.064,3.064,Polymer Engineering,U,"3.032, 3.044"
3,3.07,3.07,Introduction to Ceramics,U,3.012
3,3.071,3.071,Amorphous Materials,U,3.024
3,3.072,3.072,Properties of Materials,U,3.016 or 18.03
3,3.074,3.074,Imaging of Materials,U,3.024
3,3.08,3.08,Strategic Materials Selection,U,"3.012, 3.014, or permission of instructor"
3,3.081,3.081,Industrial Ecolog of Materials,U,"3.012, 3.014, or permission of instructor"
3,3.085,15.373,Venture Engineering,U,
3,3.086,3.086,Innovation of Matls Technology,U,
3,3.091,3.091,Intro to Solid-State Chemistry,U,
3,3.094,3.094,Materials in Human Experience,U,
3,3.095,3.095,Introduction to Metalsmithing,U,
3,3.14,3.14,Physical Metallurgy,U,"3.022, 3.032"
3,3.15,3.15,"Elec, Optical & Magnetic Matls",U,3.024
3,3.152,3.152,Magnetic Materials,U,3.024
3,3.153,3.153,Nanoscale Materials,U,3.024
3,3.154,3.154,Matls Perf Extreme Envronments,U,"3.032, 3.044"
3,3.155,6.152,Micro/Nano Processing Tech,U,"GIR:CAL2, GIR:CHEM, GIR:PHY2, or permission of instructor"
3,3.156,3.156,Photonic Materials and Devices,U,3.016 or 18.03; 3.024
3,3.171,3.171,Structural Materials,U,"3.012, 3.014"
3,3.18,3.18,Mat Sci & Engr of Clean Energy,U,"3.022, 3.024"
3,3.19,3.19,Sustainable Chemical Metallurg,U,3.022
3,3.2,3.2,Materials at Equilibrium,G,"3.012, 3.014, 3.022, 3.024, 3.034, 3.042; or permission of instructor"
3,3.207,3.086,Innovation & Commercialization,G,
3,3.21,3.21,Kinetic Processes in Materials,G,"3.012, 3.022, 3.044, or permission of instructor"
3,3.22,3.22,Mech Behavior of Materials,G,3.032 or permission of instructor
3,3.23,3.23,Properties of Materials,G,"8.03, 18.03"
3,3.3,22.75,Properties of Solid Surfaces,G,"3.20, 3.21, or permission of instructor"
3,3.31,22.74,Rad Damage& Effct in Nuc Matls,G,"22.14, 3.21, or permission of instructors"
3,3.32,3.32,Atomistic Comp Model:Materials,G,"3.022, 3.20, 3.23 or permission of instructor"
3,3.33,3.33,Defects in Materials,G,"3.21, 3.22"
3,3.34,3.074,Imaging of Materials,G,3.23 or permission of instructor
3,3.35,3.35,Fracture and Fatigue,G,3.22 or permission of instructor
3,3.36,3.054,Cellular Solids,G,3.032 or permission of instructor
3,3.371,3.371,Structural Materials,G,Permission of instructor
3,3.38,3.38,Ceramics,G,
3,3.4,3.14,Modern Physical Metallurgy,G,"3.022, 3.032"
3,3.41,3.41,Colloids and Surfaces,G,"3.20, 3.21"
3,3.42,3.42,Electronic Materials Design,G,3.23
3,3.43,6.72,Integrated Microelectr Devices,G,6.012 or 3.42
3,3.44,3.44,Mats Proc for Micro & Nano Sys,G,"3.20, 3.21"
3,3.45,3.152,Magnetic Materials,G,3.23
3,3.46,3.156,Photonic Materials and Devices,G,3.23
3,3.5,3.19,Sustainable Chemical Metallurg,G,3.022 or permission of instructor
3,3.53,3.53,Electrochem Processng of Mtls,G,3.044
3,3.54,3.54,Corrosion:Degradation of Mtls,G,3.012
3,3.56,3.081,Industrial Ecology,G,3.20 or permission of instructor
3,3.57,3.57,"Materials Selectn,Design,Econ",G,Permission of instructor
3,3.6,3.072,Properties of Materials,G,3.016 or 18.03
3,3.65,3.65,Soft Matter Characterization,G,Permission of instructor
3,3.69,3.69,Teaching Fellows Seminar,G,
3,3.691,3.691,Teaching Matls Science & Engr,U,Permission of instructor
3,3.692,3.692,Teaching Matls Science & Engr,U,Permission of instructor
3,3.693,3.693,Teaching Matls Science & Engr,G,
3,3.694,3.694,Teaching Matls Science & Engr,G,
3,3.695,3.695,Teaching Matls Science & Engr,G,
3,3.696,3.696,Teaching Matls Science & Engr,G,
3,3.697,3.697,Teaching Matls Science & Engr,G,
3,3.698,3.698,Teaching Matls Science & Engr,G,
3,3.699,3.699,Teaching Matls Science & Engr,G,
3,3.7,3.18,Mat Sci & Engr of Clean Energy,G,"3.20, 3.23, or permission of instructor"
3,3.903,10.96,Seminar:Polymers & Soft Matter,G,
3,3.91,3.91,Mechanical Behavior: Polymers,G,Permission of instructor
3,3.93,3.93,Internship Program,U,
3,3.931,3.931,Internship Program,U,3.93
3,3.932,3.932,Industrial Practice,G,Permission of instructor
3,3.94,3.94,Morphology of Polymers,G,3.063
3,3.941,10.668,Statistical Mech of Polymers,G,10.568 or permission of instructor
3,3.942,3.063,Polymer Physics,G,3.032 or permission of instructor
3,3.963,20.363,Biomaterials Science & Engr,G,"3.034, 20.110, or permission of instructor"
3,3.971,20.41,Molecular Cell Tissue Biomechs,G,"GIR:BIOL; 2.002, 2.006, 6.013, 10.301, or 10.302"
3,3.98,3.98,Polymer Synthetic Chemistry,G,One basic polymer chemistry subject
3,3.981,3.981,Archaeology of Ancient Egypt,U,
3,3.982,3.982,Ancient Andean World,U,
3,3.983,3.983,Ancient Mesoamerican Civiliztn,U,
3,3.984,3.984,Materials in Ancient Societies,G,Permission of instructor
3,3.985,3.985,Archaeological Science,U,GIR:CHEM or GIR:PHY1
3,3.986,3.986,Human Past: Intro Archaeology,U,
3,3.987,3.987,Human Evolution,U,
3,3.989,3.989,Matls in Ancient Societies Lab,G,Permission of instructor
3,3.99,3.99,Sem:Archaeolog Method & Theory,U,"3.985, 3.986, 21A.00"
3,3.993,3.993,Archaeology of the Middle East,U,
3,3.997,3.997,Graduate Fieldwork in MSE,G,Permission of instructor
3,3.998,3.998,Doctoral Thesis Update Meeting,G,
3,3.EPE,2.EPE,UPOP Engineer Practice Exp,U,2.EPW or permission of instructor
3,3.EPW,2.EPW,UPOP Engr Practice Wrkshp,U,
3,3.S01,3.S01,Spec Subj in Matls Sci & Engr,U,Permission of instructor
3,3.S02,3.S02,Spec Subj in Matls Sci & Engr,U,Permission of instructor
3,3.S03,3.S03,Spec Subj in Matls Sci & Engr,U,Permission of instructor
3,3.S04,3.S04,Spec Subj in Matls Sci & Engr,U,Permission of instructor
3,3.S05,3.S05,Spec Subj in Matls Sci & Engr,U,Permission of instructor
3,3.S06,3.S06,Spec Subj in Matls Sci & Engr,U,Permission of instructor
3,3.S07,3.S07,Spec Subj in Matls Sci & Engr,U,Permission of instructor
3,3.S08,3.S08,Spec Subj in Matls Sci & Engr,U,Permission of instructor
3,3.S09,3.S09,Spec Subj in Matls Sci & Engr,U,Permission of instructor
3,3.S70,3.S70,Spec Subj in Matls Sci & Engr,G,Permission of instructor
3,3.S71,3.S71,Spec Subj in Matls Sci & Engr,G,Permission of instructor
3,3.S72,3.S72,Spec Subj in Matls Sci & Engr,G,Permission of instructor
3,3.S73,3.S73,Spec Subj in Matls Sci & Engr,G,Permission of instructor
3,3.S74,3.S74,Spec Subj in Matls Sci & Engr,G,Permission of instructor
3,3.S75,3.S75,Spec Subj in Matls Sci & Engr,G,Permission of instructor
3,3.S76,3.S76,Spec Subj in Matls Sci & Engr,G,Permission of instructor
3,3.S77,3.S77,Spec Subj in Matls Sci & Engr,G,Permission of instructor
3,3.S78,3.S78,Spec Subj in Matls Sci & Engr,G,Permission of instructor
3,3.S79,3.S79,Spec Subj in Matls Sci & Engr,G,Permission of instructor
3,3.THG,3.THG,Thesis,G,Permission of instructor
3,3.THU,3.THU,Thesis,U,
3,3.UR,3.UR,Undergraduate Research,U,
3,3.URG,3.URG,Undergraduate Research,U,
4,4.021,4.021,Intro Architecture Design,U,
4,4.022,4.022,Arch Design Foundations,U,
4,4.023,4.023,Arch Design Studio I,U,"4.021, 4.022"
4,4.024,4.024,Arch Design Studio II,U,"4.023, 4.401, 4.500"
4,4.025,4.025,Arch Design Studio III,U,"4.024, 4.440"
4,4.02A,4.02A,Intro to Architecture  Design,U,
4,4.031,4.031,Design: Objects & Interaction,U,
4,4.032,4.032,Design: Info and Visualization,U,
4,4.033,4.032,Design: Info and Visualization,G,
4,4.091,4.091,Independent Study in Design,U,
4,4.092,4.092,Independent Study in Design,U,
4,4.093,4.093,Independent Study: Design,G,Permission of instructor
4,4.094,4.094,Independent Study: Design,G,Permission of instructor
4,4.1,4.1,Design Wkshp: Fab Function,U,
4,4.101,4.101,Design: Technique & Technology,U,
4,4.105,4.105,Geom Discplns & Arch Skills I,G,Permission of instructor
4,4.109,4.109,Materials & Fabric for Arch,G,Permission of instructor
4,4.11,4.11,Design Across Scales,U,
4,4.117,4.117,Creative Computation,G,permission of instructor
4,4.119,4.119,Ugrad Arch Design Thesis Prep,U,4.024
4,4.12,4.12,Furniture Making Wkshp,G,Permission of instructor
4,4.123,4.123,Architectural Assemblies,G,
4,4.13,4.13,Arch Des Theory & Methods,G,Permission of instructor
4,4.14,MAS.863,How to Make Almost Anything,G,Permission of instructor
4,4.141,4.141,How to Design Anything,U,Permission of instructor
4,4.142,4.141,How to Design Anything,G,MAS.863 or permission of instructor
4,4.151,4.151,Architecture Studio: Core I,G,Permission of instructor
4,4.152,4.152,Architecture Studio: Core II,G,4.151
4,4.153,4.153,Architecture Studio: Core III,G,4.152
4,4.154,4.154,Architecture Option Studio,G,4.153
4,4.162,4.162,Intro Urban Design Studio,G,Permission of instructor
4,4.163,4.163,Urban Design Studio,G,4.162 or permission of instructor
4,4.173,11.307,Beijing Design Studio,G,Permission of instructor
4,4.18,4.18,Arch Design Wkshp,U,4.023 or permission of instructor
4,4.181,4.181,Architectural Design Workshop,G,Permission of instructor
4,4.182,4.182,Architectural Design Workshop,G,Permission of instructor
4,4.183,4.183,Architectural Design Workshop,G,Permission of instructor
4,4.184,4.184,Architectural Design Workshop,G,Permission of instructor
4,4.185,4.185,Architectural Design Workshop,G,Permission of instructor
4,4.189,4.189,Prep: MArch Thesis,G,Permission of instructor
4,4.19,4.19,Practical Experience Arch,G,Permission of instructor
4,4.191,4.191,Independent Study: Arch Design,U,Permission of instructor
4,4.192,4.192,Independent Study: Arch Design,U,Permission of instructor
4,4.193,4.193,Independent Study: Arch Design,G,Permission of instructor
4,4.194,4.194,Independent Study: Arch Design,G,Permission of instructor
4,4.21,4.21,Precednts in Critical Practice,G,
4,4.211,11.016,The City,U,
4,4.213,11.308,Ecological Urbanism Seminar,G,Permission of instructor
4,4.214,4.214,"Water, Landscape & Urban Dsgn",G,Permission of instructor
4,4.215,11.309,Photography as Inquiry,G,
4,4.216,4.216,Landscp & Urb Heritage Conserv,G,Permission of instructor
4,4.217,4.217,Disaster Resilient Design,G,
4,4.221,4.221,Arch Studies Colloquium,G,Permission of instructor
4,4.222,4.222,Professional Practice,G,Permission of instructor
4,4.225,4.225,Urban Design Theory,G,Permission of instructor
4,4.227,4.227,Landscapes of Energy,G,Permission of instructor
4,4.23,4.231,SIGUS Workshop,G,Permission of instructor
4,4.231,4.231,SIGUS Workshop,U,Permission of instructor
4,4.232,4.232,New Global Practitioner,G,Permission of instructor
4,4.236,4.236,Low-Inc Housing: Dev Countries,G,Permission of instructor
4,4.24,11.328,Urban Design Skills,G,
4,4.241,4.251,The Making of Cities,G,"4.252, 11.001, or permission of instructor"
4,4.244,11.333,Urban Design Seminar,G,
4,4.245,11.245,DesignX Entrepreneurship,G,Permission of instructor
4,4.246,11.246,DesignX Accelerator,G,Permission of instructor
4,4.247,11.337,Urban Design Ideals & Action,G,
4,4.25,11.001,Intro to Urban Design & Devel,U,
4,4.251,4.251,Making of Cities,U,Permission of instructor
4,4.252,11.301,Intro Urban Design & Devel,G,Permission of instructor
4,4.253,11.302,Urban Design Politics,G,Permission of instructor
4,4.254,11.303,RE Dev Studio: Urban Projects,G,Permission of instructor
4,4.255,11.304,Site & Environ System Planning,G,Permission of instructor
4,4.264,11.334,Adv Sem: Landscape + Urbanism,G,Permission of instructor
4,4.27,4.27,Innovation for Disaster Relief,G,
4,4.28,4.28,Ugrad Architecture Internship,U,Permission of instructor
4,4.286,4.286,SMArchS/Urb Pre-Thesis Prep,G,
4,4.287,4.287,Graduate Arch Internship,G,Permission of instructor
4,4.288,4.288,Prep-SMArchS Thesis,G,Permission of instructor
4,4.291,4.291,Independent Study:Arch Studies,U,Permission of instructor
4,4.292,4.292,Independent Study:Arch Studies,U,Permission of instructor
4,4.293,4.293,Independent Study:Arch Studies,G,Permission of instructor
4,4.294,4.294,Independent Study:Arch Studies,G,Permission of instructor
4,4.299,4.299,Summer Research Topics,G,Permission of instructor
4,4.301,4.301,Intro to Artistic Experiment,U,
4,4.302,4.302,"Art, Design,& Spatial Practice",U,4.021 or 4.02A
4,4.307,4.307,"Art, Arch & Urban Dialogue",U,"4.301, 4.302, or permission of instructor"
4,4.308,4.307,"Art, Arch & Urban Dialogue",G,Permission of instructor
4,4.312,4.312,Adv Studio Production Space,U,"4.301, 4.302, or permission of instructor"
4,4.313,4.312,Adv Studio Production Space,G,Permission of instructor
4,4.314,4.314,Adv Wkshp Artistic Practice,U,"4.301, 4.302, or permission of instructor"
4,4.315,4.314,Adv Wkshp Artistic Practice,G,Permission of instructor
4,4.32,4.32,Introduction Sound Creations,U,
4,4.321,4.32,Introduction Sound Creations,G,
4,4.322,4.322,Introduction to 3-D Art,U,
4,4.323,4.322,Introduction to 3-D Art,G,
4,4.341,4.341,Intro to Photo & Related Media,U,
4,4.342,4.341,Intro to Photo & Related Media,G,Permission of instructor
4,4.344,4.344,Adv Photo & Related Media,U,4.341 or permission of instructor
4,4.345,4.344,Adv Photo & Related Media,G,4.342 or permission of instructor
4,4.352,4.352,Advanced Video & Related Media,U,4.354 or permission of instructor
4,4.353,4.352,Advanced Video & Related Media,G,4.355 or permission of instructor
4,4.354,4.354,Intro to Video & Related Media,U,
4,4.355,4.354,Intro to Video & Related Media,G,
4,4.356,4.356,Cinematic Migrations,U,"4.301, 4.302, 4.354 or permission of instructor"
4,4.357,4.356,Cinematic Migrations,G,4.355 or permission of instructor
4,4.361,4.361,Performance Workshop,U,"4.301, 4.302, or permission of instructor"
4,4.362,4.361,Performance Art Workshop,G,
4,4.368,4.368,"Studio Seminar in Art, Sphere",U,4.301 or 4.302
4,4.369,4.368,"Studio Seminar in Art, Sphere",G,
4,4.373,4.373,Adv Projects: Art/Culture/Tech,U,"4.301, 4.302, or permission of instructor"
4,4.374,4.373,Adv Projects: Art/Culture/Tech,G,Permission of instructor
4,4.388,4.388,Preparation for SMACT Thesis,G,Permission of instructor
4,4.389,4.389,Tutorial for SMACT Thesis,G,4.388; [4.THG]
4,4.39,4.39,"Art, Culture, & Tech Studio",G,Permission of instructor
4,4.391,4.391,Independent Study: ACT,U,Permission of instructor
4,4.392,4.392,Independent Study: ACT,U,Permission of instructor
4,4.393,4.393,Independent Study: ACT,G,Permission of instructor
4,4.394,4.394,Independent Study: ACT,G,Permission of instructor
4,4.401,4.401,Environmental Tech in Bldgs,U,
4,4.411,4.411,D-Lab Schools: Bldg Technology,U,"GIR:PHY1, GIR:CAL1"
4,4.42,4.42,Fund of Energy in Buildings,U,"GIR:PHY1, GIR:CAL2"
4,4.424,2.52,Modeling & Approx Thermal Proc,G,2.51
4,4.43,4.43,Daylighting & Solar Gain Cntrl,G,4.464 or permission of instructor
4,4.431,4.431,Architectural Acoustics,G,Permission of instructor
4,4.432,4.432,Modeling Urban Energy Flows,U,Permission of instructor
4,4.433,4.432,Modeling Urban Energy Flows,G,Permission of instructor
4,4.44,4.44,Building Structural Systems I,U,GIR:CAL2
4,4.45,4.45,Comp Struct Des & Optimization,G,Permission of instructor
4,4.462,4.44,Building Structural Systems I,G,Permission of instructor
4,4.463,4.463,Building Structural Systems II,G,"4.440, 4.462, or permission of instructor"
4,4.464,4.401,Environmental Tech in Bldgs,G,
4,4.481,4.481,Building Technology Seminar,G,Permission of instructor
4,4.488,4.488,Prep: S.M.B.T. Thesis,G,Permission of instructor
4,4.489,4.489,Prep: (BT) Ph.D. Thesis,G,Permission of instructor
4,4.491,4.491,Ind Study: Building Tech,U,Permission of instructor
4,4.492,4.492,Ind Study: Building Tech,U,Permission of instructor
4,4.493,4.493,Ind Study: Building Tech,G,Permission of instructor
4,4.494,4.494,Ind Study: Building Tech,G,Permission of instructor
4,4.5,4.5,Intro to Design Computing,U,
4,4.501,4.501,Creative Design Prototyping,U,4.5
4,4.502,4.502,Advanced Visualization,U,4.500 or permission of instructor
4,4.504,4.504,Design Scripting,U,4.5
4,4.507,4.507,Intro to Bldg Info Modeling,U,
4,4.511,4.511,Adv Proj Digital Fabrication,G,Permission of instructor
4,4.512,4.5,Intro to Design Computing,G,
4,4.52,4.52,Visual Computing I,U,
4,4.521,4.52,Visual Computing I,G,
4,4.522,4.522,Visual Computing II,U,4.520 or permission of instructor
4,4.523,4.522,Visual Computing II,G,"4.520, 4.521 or permission of instructor"
4,4.54,4.54,Intro to Shape Grammars I,G,
4,4.541,4.541,Intro to Shape Grammars II,G,4.54
4,4.542,4.542,Background to Shape Grammars,G,4.541 or permission of instructor
4,4.55,4.55,Computational Design Lab,U,Permission of instructor
4,4.552,4.552,Workshop in Computation,G,Permission of instructor
4,4.553,4.553,Workshop in Computation,G,Permission of instructor
4,4.557,MAS.552,City Science,G,Permission of instructor
4,4.562,4.502,Advanced Visualization,G,Permission of instructor
