Department,Subject,Master Subject,Title,Level,Pre/Co-Requisites
16,16.43,HST.514,Sensory-Neural Systems,G,Permission of instructor
16,16.44,16.44,"Seminar: Air, Sea, and Space",G,"16.400, 16.453, or permission of instructor"
16,16.453,16.4,Human Sys Engineering,G,"6.041B, 16.09, or permission of instructor"
16,16.456,HST.582,Biomed Signal &Image Processng,G,"6.003, 2.004, 16.002, or 18.085; 6.041A or permission of instructor"
16,16.459,16.459,Bioengineering Journal Seminar,G,
16,16.47,16.47,Statistical Methods,G,"6.041B, 16.09, or permission of instructor"
16,16.475,16.475,Human-Computer Interface,G,
16,16.5,16.5,Aerospace Propulsion,U,16.003; 16.004 or 2.005
16,16.511,16.511,Aircraft Engines &Gas Turbines,G,16.50 or permission of instructor
16,16.512,16.512,Rocket Propulsion,G,16.50 or permission of instructor
16,16.522,16.522,Space Propulsion,G,16.50 or permission of instructor
16,16.54,16.54,Internal Flows: Turbomachines,G,2.25 or permission of instructor
16,16.55,16.55,Ionized Gases,G,8.02 or permission of instructor
16,16.621,16.621,Experimental Projects I,U,[16.06 or 16.07]
16,16.622,16.622,Experimental Projects II,U,16.621
16,16.63,IDS.045,System Safety,U,
16,16.64,16.64,Flight Measurement Lab,U,16.002
16,16.65,6.913,Engineering Leadership Lab,U,[6.912] or permission of instructor
16,16.651,6.912,Engineering Leadership,U,[6.911] or permission of instructor
16,16.653,2.96,Management in Engineering,U,
16,16.66,16.66,MATLAB for AeroAstro,U,
16,16.662,6.902,Engr Innovation and Design,U,
16,16.667,6.913,Engineering Leadership Lab,U,6.911
16,16.669,6.914,Project Engineering,U,6.911 or permission of instructor
16,16.671,6.915,Leading Innovation in Teams,U,
16,16.68,16.68,Project in Aero & Astronautics,U,
16,16.681,16.681,Topics in Aero & Astronautics,U,
16,16.682,16.682,Selected Topics: Aero & Astro,U,
16,16.683,16.683,Sem Aeronautics & Astronautics,U,
16,16.687,16.687,Selected Topics Aero & Astro,U,
16,16.691,16.691,Practicum Experience,U,
16,16.707,STS.467,The History of Aviation,G,Permission of Instructor
16,16.71,16.71,Airline Industry,G,
16,16.715,16.715,"Aerospace, Energy, & Environmt",G,"GIR:CHEM; 1.060B, 2.006, 10.301, 16.003, 16.004, or permission of instructor"
16,16.72,16.72,Air Traffic Control,G,Permission of instructor
16,16.75,16.75,Airline Management,G,16.71J
16,16.763,16.763,Air  Trans Operations Research,G,"16.71, 6.431B, 15.093, or permission of instructor"
16,16.767,16.767,Aircraft Systems & Automation,G,Permission of instructor
16,16.781,1.231,Planning & Design:Airport Sys,G,Permission of instructor
16,16.82,16.82,Flight Vehicle Engineering,U,Permission of instructor
16,16.821,16.821,Flight Vehicle Development,U,Permission of instructor
16,16.83,16.83,Space Systems Engineering,U,Permission of instructor
16,16.831,16.831,Space Systems Development,U,Permission of instructor
16,16.842,16.842,Fundamentals of Systems Engr,G,Permission of instructor
16,16.851,16.851,Satellite Engineering,G,Permission of instructor
16,16.855,IDS.336,Sys Architecting: Enterprises,G,Permission of instructor
16,16.861,IDS.332,Engr Sys Analysis for Design,G,Permission of instructor
16,16.863,16.863,System Safety,G,Permission of instructor
16,16.885,16.885,Aircraft Systems Engineering,G,Permission of instructor
16,16.886,16.886,Air Trnsprtation Sys Architctg,G,Permission of instructor
16,16.888,IDS.338,Multidscply Sys Dsgn Optmztn,G,18.085 or permission of instructor
16,16.89,16.89,Space Systems Engineering,G,16.851 or permission of instructor
16,16.895,STS.471,Engineering Apollo,G,Permission of instructor
16,16.9,16.9,Computatnl Methods: Aero Engr,U,"16.001, 16.002, 16.003, 16.004, or permission of instructor; [16.09 or 6.041B]"
16,16.91,6.336,Intro to Numerical Simulation,G,18.03 or 18.06
16,16.92,16.92,Num Methods for Part Diff Eq,G,18.03 or 18.06
16,16.93,16.93,Adv Topics: Numerical Methods,G,16.92
16,16.94,16.94,Num Methods for Stoch Modeling,G,"16.920, 6.431B; or permission of instructor"
16,16.971,16.971,Practicum Experience,G,
16,16.98,16.98,Advanced Project,G,Permission of instructor
16,16.981,16.981,Advanced Project,G,Permission of instructor
16,16.984,16.984,Seminar,G,
16,16.985,15.792,Global Oper Ldrship Sem,G,
16,16.99,6.928,Leading Creative Teams,G,
16,16.999,16.999,Teaching in AeroAstro,G,
16,16.EPE,2.EPE,UPOP Engineer Practice Exp,U,2.EPW or permission of instructor
16,16.EPW,2.EPW,UPOP Engr Practice Wrkshp,U,
16,16.S198,16.S198,Adv Sp Subj:Mech & Phys Fluids,G,Permission of instructor
16,16.S199,16.S199,Adv Sp Subj:Mech & Phys Fluids,G,Permission of instructor
16,16.S298,16.S298,Adv Sp Subj:Matls & Structures,G,Permission of instructor
16,16.S299,16.S299,Adv Sp Subj:Matls & Structures,G,Permission of instructor
16,16.S398,16.S398,Adv Sp Subj:Informtn & Control,G,Permission of instructor
16,16.S399,16.S399,Adv Sp Subj:Informtn & Control,G,Permission of instructor
16,16.S498,16.S498,Adv Sp Subj:Humans & Automatn,G,Permission of instructor
16,16.S499,16.S499,Adv Sp Subj:Humans & Automatn,G,Permission of instructor
16,16.S598,16.S598,Adv Sp Subj:Propul Enrgy Consv,G,Permission of instructor
16,16.S599,16.S599,Adv Sp Subj:Propul Enrgy Consv,G,Permission of instructor
16,16.S685,16.S685,Special Subj in Aero & Astro,U,Permission of instructor
16,16.S686,16.S686,Special Subj in Aero & Astro,U,Permission of instructor
16,16.S688,16.S688,Special Subj in Aero & Astro,U,
16,16.S798,16.S798,Adv Sp Subj:Flight Transportn,G,Permission of instructor
16,16.S799,16.S799,Adv Sp Subj:Flight Transportn,G,Permission of instructor
16,16.S890,16.S890,Aerospace Systems,G,Permission of instructor
16,16.S893,16.S893,Aerospace Systems,G,
16,16.S896,16.S896,Aerospace Systems,G,Permission of instructor
16,16.S897,16.S897,Aerospace Systems,G,Permission of instructor
16,16.S898,16.S898,Adv Sp Subj: Aerospace Systems,G,Permission of instructor
16,16.S899,16.S899,Adv Sp Subj: Aerospace Systems,G,Permission of instructor
16,16.S948,16.S948,Adv Spec Subj in Computation,G,Permission of instructor
16,16.S949,16.S949,Adv Spec Subj in Computation,G,Permission of instructor
16,16.S982,16.S982,Advanced Special Subject,G,Permission of department
16,16.S983,16.S983,Advanced Special Subject,G,
16,16.THG,16.THG,Thesis,G,Permission of department
16,16.UR,16.UR,Undergraduate Research,U,
17,17,17,Political Philosophy,G,Permission of instructor
17,17.006,WGS.301,Feminist Thought,G,"Permission of instructor, based on previous coursework"
17,17.007,WGS.301,Feminist  Thought,U,
17,17.01,24.04,Justice,U,
17,17.021,24.235,Philosophy of Law,U,One Philosophy subject or permission of instructor
17,17.03,17.03,Intro to Political Thought,U,
17,17.035,21H.181,Libertarianism in History,U,
17,17.04,CC.111,Modern Conceptions of Freedom,U,
17,17.05,CC.117,Humane Warfare,U,
17,17.051,17.051,Ethics of Energy Policy,U,
17,17.1,17.1,Pol Econ I:Theor of State&Econ,G,Permission of instructor
17,17.115,17.115,International Political Econ,U,
17,17.15,17.15,Amer Pol Econ in Perspective,G,Permission of instructor
17,17.154,17.154,Varieties of Capitalism,G,Permission of instructor
17,17.156,17.156,Welfare & Capitalism W Europe,G,Permission of instructor
17,17.172,17.172,Institutionalism & Inst Change,G,Permission of instructor
17,17.176,11.491,Econ. Develop./Policy Analysis,G,11.701
17,17.178,17.178,Institutions and Development,G,Permission of instructor
17,17.181,17.181,Sustainability,U,
17,17.182,17.181,Sustainability,G,
17,17.195,17.195,Globalization,U,Permission of instructor
17,17.196,17.195,Globalization,G,Permission of instructor
17,17.198,17.198,Topics in Comparative PE,G,Permission of instructor
17,17.2,17.2,Intro: Amer Political Process,U,
17,17.2,17.2,Am Political Behavior I,G,Permission of instructor
17,17.202,17.202,American Politcal Institutions,G,Permission of instructor
17,17.21,17.21,Am Political Behavior II,G,17.2
17,17.245,17.245,Constitutional Law,U,
17,17.251,17.251,Congress & American Pol System,U,17.20 or permission of instructor
17,17.252,17.251,Congress & American Pol System,G,Permission of instructor
17,17.261,17.261,Congress & Amer Polit Sys II,U,17.251 or permission of instructor
17,17.262,17.261,Congress & Amer Polit Sys II,G,Permission of instructor
17,17.263,17.263,Electoral Politics,U,
17,17.264,17.264,Electoral Politics,G,Permission of instructor
17,17.265,17.265,Pub Opinion & Amer Democracy,U,
17,17.266,17.266,Public Opinion,G,Permission of instructor
17,17.267,17.267,Democracy in America,U,
17,17.269,17.269,Race Ethnicity Am Politics,U,
17,17.27,17.27,American Political Development,G,Permission of instructor
17,17.275,17.275,Pub Opinion Research Sem,U,
17,17.276,17.276,Pub Opinon Rsch Training Lab,G,"17.800, 17.266; or permission of instructor"
17,17.28,17.28,US Poitics& Society in Wartime,U,
17,17.3,11.002,Making Public Policy,U,
17,17.303,11.003,Methods of Policy Analysis,U,11.002J; [14.01]
17,17.307,17.307,Public Policy for Wash Interns,U,Permission of instructor
17,17.309,17.309,"Science, Tech, & Public Policy",U,
17,17.31,17.31,"Science, Tech, & Public Policy",G,Permission of instructor
17,17.315,17.315,Health Policy,U,
17,17.317,17.317,US Social Policy,U,
17,17.32,17.32,Social Policy,G,Permission of Instructor
17,17.381,11.111,Advanced Art &Sci of Negotiatn,U,11.011 or permission of instructor
17,17.391,11.164,Human Rights: Home & Abroad,U,Permission of instructor
17,17.393,IDS.060,Environmental Law: Pollution,U,
17,17.395,STS.081,Innovation Systems,U,
17,17.397,15.031,"Enrgy Decisns, Mkts & Policies",U,"14.01, 15.0111, or permission of instructor"
17,17.399,15.2191,Global Enrgy Pol Mkts & Policy,U,
17,17.4,17.4,American Foreign Policy,U,
17,17.401,17.401,History Intl Politics,U,
17,17.407,17.407,Chinese Foreign Policy,U,Permission of instructor
17,17.408,17.408,Chinese Foreign Policy,G,Permission of instructor
17,17.41,17.41,Intro International Relations,U,
17,17.41,17.411,"Globlzatn,Migratn,Intl Relatns",G,Permission of instructor
17,17.411,17.411,"Globlzatn,Migratn,Intl Relatns",U,
17,17.418,17.418,Field Sem: Intl Relatns Theory,G,Permission of instructor
17,17.42,17.42,Causes & Prevention of War,U,
17,17.42,17.42,Theory: Internatl Relations,G,Permission of instructor
17,17.424,17.424,Internatl Pol Econ:Adv Ind Soc,G,Permission of instructor
17,17.426,17.426,Empirical Models in IR,G,17.802 or permission of instructor
17,17.428,17.428,Amer Foreign Pol:Theory & Meth,G,Permission of instructor
17,17.43,17.43,Rsrch Sem: Internatl Relations,G,Permission of instructor
17,17.432,17.432,Causes of War: Theory & Method,G,Permission of instructor
17,17.433,17.433,Internatl Relatns of East Asia,U,
17,17.434,17.433,Internatl Relatns of East Asia,G,
17,17.436,17.436,Territorial Conflict,G,
17,17.445,17.445,International Relations Theory,U,
17,17.446,17.445,International Relations Theory,G,Permission of instructor
17,17.447,17.447,Cybersecurity,U,
17,17.448,17.447,Cybersecurity,G,Permission of instructor
17,17.45,17.45,History Strategy Statecraft,G,Permission of Instructor
17,17.468,17.468,Foundations: Security Studies,G,Permission of instructor
17,17.473,17.473,Politics of Nuclear Prolifratn,U,
17,17.474,22.814,Nucl Weapons & Inter Security,G,
17,17.478,17.478,Great Power Mil Intervention,G,Permission of instructor
17,17.48,17.48,Modern Military Ops,G,Permission of Instructor
17,17.482,17.483,US Military Power,G,Permission of instructor
17,17.483,17.483,US Military Power,U,Freshmen need permission of instructor
17,17.484,17.484,Comp Grand Strategy& Mil Doctr,G,Permission of instructor
17,17.486,17.486,Japan & East Asian Security,G,Permission of instructor
17,17.5,17.5,Intro to Comparative Politics,U,
17,17.506,17.506,Ethnic Politics,G,Permission of instructor
17,17.509,17.509,Soc Move in Comp Perspect,U,
17,17.515,17.515,Comparative Electoral Politics,U,
17,17.516,17.516,Transitional Justice,G,Permission of instructor
17,17.523,17.523,Ethnic Conflict World Politics,U,
17,17.524,17.524,State Society Behavior,G,Permission of Instructor
17,17.53,17.53,The Rise of Asia,U,
17,17.537,17.537,Politics &Policy:Contemp Japan,U,
17,17.538,17.537,Politics &Policy:Contemp Japan,G,Permission of instructor
17,17.55,17.55,Intro to Latin Amer Studies,U,
17,17.56,17.56,Politics of Crime and Policing,U,
17,17.561,17.561,European Politics,U,
17,17.565,17.565,Israel: Culture & Identity,U,
17,17.567,17.567,Israel: Culture & Identity,U,
17,17.568,17.568,Politics& Intl Rel of Mid East,G,Permission of instructor
17,17.569,17.569,Russia's Foreign Policy,U,
17,17.57,21H.245,Soviet & Post-Soviet Pol & Soc,U,
17,17.571,17.571,Engineering Africa,U,
17,17.572,17.572,African Politics,G,Permission of instructor
17,17.578,17.578,Elections and Representation,G,Permission of Instructor
17,17.581,17.581,"Riots, Rebellions, Revolutions",U,
17,17.582,17.582,Civil War,G,Permission of instructor
17,17.584,17.584,Civil-Military Relations,G,Permission of instructor
17,17.588,17.588,Field Sem Comp Politics,G,Permission of instructor
17,17.59,17.59,State Building,G,Permission of instructor
17,17.591,17.591,Seminar Applied Intl Studies,U,Permission of instructor
17,17.8,17.8,Quantitative Resrch Methods I,G,Permission of instructor
17,17.801,17.801,Political Science Scope Method,U,
17,17.802,17.802,Quantitative Resrch Methods II,G,"17.800, 17.803, or permission of instructor"
17,17.803,17.803,Political Science Laboratory,U,17.801 or permission of instructor
17,17.804,17.804,Quantitative Rsrch Methods III,G,17.802 or permission of instructor
17,17.806,17.806,Quantitative Resrch Methods IV,G,17.804 or permission of instructor
17,17.81,17.811,Game Theory & Political Theory,G,Permission of instructor
17,17.811,17.811,Game Theory & Political Theory,U,
17,17.83,17.83,Empir Methods: Political Econ,G,Permission of instructor
17,17.831,17.831,Data and Politics,U,
17,17.835,17.835,Machine Learning in Politics,U,6.0001 or permission of instructor
17,17.85,17.85,Political Science Scope Method,G,Permission of instructor
17,17.878,17.878,Qual Research:Design & Methods,G,Permission of instructor
17,17.901,17.901,Pol Sci Internship & Research,U,
17,17.902,17.902,Pol Sci Internship & Research,U,
17,17.903,17.903,Community Service,U,
17,17.905,17.905,Reading Seminar in Soc Science,U,
17,17.906,17.906,Reading Seminar in Soc Science,U,
17,17.907,17.907,Reading Seminar in Soc Science,U,
17,17.908,17.908,Reading Seminar in Soc Science,U,
17,17.909,17.909,Reading Seminar in Soc Science,U,
17,17.91,17.91,Reading Seminar in Soc Science,U,
17,17.911,17.911,Reading Seminar in Soc Science,U,
17,17.922,17.922,MLK Design Seminar,U,
17,17.923,17.923,MLK Desgn Sem for Facilitators,U,17.922
17,17.925,17.925,Sci & Tech Policy Boot Camp,U,
17,17.954,17.954,Reading Seminar in Soc Science,G,Permission of instructor
17,17.955,17.955,Reading Seminar in Soc Science,G,Permission of instructor
17,17.956,17.956,Reading Seminar in Soc Science,G,Permission of instructor
17,17.957,17.957,Reading Seminar in Soc Science,G,Permission of instructor
17,17.958,17.958,Reading Seminar in Soc Science,G,Permission of instructor
17,17.959,17.959,Preparation for General Exams,G,Permission of instructor
17,17.96,17.96,Reading Seminar in Soc Science,G,Permission of instructor
17,17.962,17.962,Second Year Paper,G,Permission of instructor
17,17.S912,17.S912,Spec Subj in Political Science,U,
17,17.S914,17.S914,Spec Subj in Political Science,U,
17,17.S916,17.S916,Spec Subj in Political Science,U,
17,17.S917,17.S917,Spec Subj in Political Science,U,
17,17.S918,17.S918,Spec Subj in Political Science,U,
17,17.S919,17.S919,Spec Subj in Political Science,U,
17,17.S950,17.S950,Spec Subj in Political Science,G,Permission of instructor
17,17.S951,17.S951,Spec Subj in Political Science,G,Permission of instructor
17,17.S952,17.S952,Spec Subj in Political Science,G,Permission of instructor
17,17.S953,17.S953,Spec Subj in Political Science,G,Permission of instructor
17,17.THG,17.THG,Graduate Thesis,G,Permission of instructor
17,17.THT,17.THT,Thesis Research Design Seminar,U,17.803 or permission of instructor
17,17.THU,17.THU,Undergraduate Thesis,U,
17,17.UR,17.UR,Undergraduate Research,U,
17,17.URG,17.URG,Undergraduate Research,U,
18,18.01,18.01,Calculus,U,
18,18.01A,18.01A,Calculus,U,Knowledge of differentiation and elementary integration
18,18.02,18.02,Calculus,U,GIR:CAL1
18,18.022,18.022,Calculus,U,GIR:CAL1
18,18.02A,18.02A,Calculus,U,GIR:CAL1
18,18.03,18.03,Differential Equations,U,[GIR:CAL2]
18,18.031,18.031,Laplace Transform,U,[18.03]
18,18.032,18.032,Differential Equations,U,[GIR:CAL2]
18,18.04,18.04,Complex Variables with Appl,U,GIR:CAL2; 18.03 or 18.032
18,18.05,18.05,Intro Probability & Statistics,U,GIR:CAL2
18,18.06,18.06,Linear Algebra,U,GIR:CAL2
18,18.062,6.042,Math For Computer Science,U,GIR:CAL1
18,18.065,18.065,Matrix Methods,U,18.06
18,18.0651,18.065,Matrix Methods,G,18.06
18,18.075,18.075,Methods: Scientists Engineers,U,GIR:CAL2; 18.03
18,18.0751,18.075,Methods: Scientists Engineers,G,GIR:CAL2; 18.03
18,18.085,18.085,Computational Science & Engr I,U,GIR:CAL2; 18.03 or 18.032
18,18.0851,18.085,Computational Science & Engr I,G,GIR:CAL2; 18.03 or 18.032
18,18.086,18.086,Computational Sci & Engr II,U,GIR:CAL2; 18.03 or 18.032
18,18.0861,18.086,Computational Sci & Engr II,G,GIR:CAL2; 18.03 or 18.032
18,18.089,18.089,Review of Mathematics,G,Permission of instructor
18,18.094,5.95,Teach College-Level Sci & Engr,G,
18,18.095,18.095,Math Lecture Series,U,GIR:CAL1
18,18.098,18.098,Internship in Mathematics,U,Permission of instructor
18,18.099,18.099,Independent Study,U,Permission of instructor
18,18.1001,18.100A,Real Analysis,G,GIR:CAL2
18,18.1002,18.100B,Real Analysis,G,GIR:CAL2
18,18.100A,18.100A,Real Analysis,U,GIR:CAL2
18,18.100B,18.100B,Real Analysis,U,GIR:CAL2
18,18.100P,18.100P,Real Analysis,U,GIR:CAL2
18,18.100Q,18.100Q,Real Analysis,U,GIR:CAL2
18,18.101,18.101,Analysis and Manifolds,U,"18.100A, 18.100B, 18.100P, or 18.100Q; 18.06, 18.700, or 18.701"
18,18.1011,18.101,Analysis and Manifolds,G,"18.100A, 18.100B, 18.100P, or 18.100Q; 18.06, 18.700, or 18.701"
18,18.102,18.102,Intro to Functional Analysis,U,"18.100A, 18.100B, 18.100P, or 18.100Q; 18.06, 18.700, or 18.701"
18,18.1021,18.102,Intro to Functional Analysis,G,"18.100A, 18.100B, 18.100P, or 18.100Q; 18.06, 18.700, or 18.701"
18,18.103,18.103,Fourier Anal: Theory & Applic,U,"18.100A, 18.100B, 18.100P, or 18.100Q; 18.06, 18.700, or 18.701"
18,18.1031,18.103,Fourier Anal: Theory & Applic,G,"18.100A, 18.100B, 18.100P, or 18.100Q; 18.06, 18.700, or 18.701"
18,18.104,18.104,Seminar in Analysis,U,"18.100A, 18.100B, 18.100P, or 18.100Q"
18,18.112,18.112,Functions of Complex Variable,U,"18.100A, 18.100B, 18.100P, or 18.100Q; 18.06, 18.700, or 18.701"
18,18.1121,18.112,Functions of Complex Variable,G,"18.100A, 18.100B, 18.100P, or 18.100Q; 18.06, 18.700, or 18.701"
18,18.116,18.116,Riemann Surfaces,G,18.112
18,18.117,18.117,Several Complex Variables,G,"18.112, 18.965"
18,18.118,18.118,Topics in Analysis,G,Permission of instructor.
18,18.125,18.125,Measure Theory and Analysis,G,"18.100A, 18.100B, 18.100P, or 18.100Q"
18,18.137,18.137,Topics in Geometric PDE,G,Permission of Instructor
18,18.152,18.152,Intro: Partial Diff Equations,U,"18.100A, 18.100B, 18.100P, or 18.100Q; 18.06, 18.700, or 18.701"
18,18.1521,18.152,Intro: Partial Diff Equations,G,"18.100A, 18.100B, 18.100P, or 18.100Q; 18.06, 18.700, or 18.701"
18,18.155,18.155,Differential Analysis I,G,18.102 or 18.103
18,18.156,18.156,Differential Analysis II,G,18.155
18,18.157,18.157,Microlocal Analysis,G,18.155
18,18.158,18.158,Topics in Diff Equations,G,18.157
18,18.175,18.175,Theory of Probability,G,"18.100A, 18.100B, 18.100P, or 18.100Q"
18,18.176,18.176,Stochastic Calculus,G,18.175
18,18.177,18.177,Stochastic Processes,G,18.175
18,18.199,18.199,Graduate Analysis Seminar,G,Permission of instructor
18,18.2,18.2,Principles Discrete Appl Math,U,[18.06]
18,18.200A,18.200A,Principles Discrete Appl Math,U,[18.06]
18,18.204,18.204,Ugrad Seminar in Discrete Math,U,"18.200 or 18.062; 18.06, 18.700, or 18.701; or permission of instructor"
18,18.211,18.211,Combinatorial Analysis,U,"GIR:CAL2; 18.06, 18.700, or 18.701"
18,18.212,18.212,Algebraic Combinatorics,U,18.701 or 18.703
18,18.217,18.217,Combinatorial Theory,G,Permission of instructor
18,18.218,18.218,Topics in Combinatorics,G,Permission of instructor
18,18.219,18.219,Seminar in Combinatorics,G,Permission of instructor
18,18.3,18.3,Principles Continuum Appl Math,U,GIR:CAL2; 18.03 or 18.032
18,18.303,18.303,Linear PDE: Analysis Numerics,U,18.06 or 18.700
18,18.305,18.305,Adv Analytic Methods:Sci & Eng,G,"18.04, 18.075, or 18.112"
18,18.306,18.306,Advanced PDE with Applications,G,"18.03 or 18.032; 18.04, 18.075, or 18.112"
18,18.327,18.327,Topics in Applied Math,G,Permission of instructor
18,18.33,18.33,Intro to Numerical Analysis,U,GIR:CAL2; 18.03 or 18.032
18,18.335,18.335,Intro: Numerical Methods,G,"18.06, 18.700, or 18.701"
18,18.336,18.336,Fast Methods:Part Diff Eq,G,"6.336, 16.920, 18.085, 18.335, or permission of instructor"
18,18.337,18.337,Numerical Computing,G,"18.06, 18.700, or 18.701"
18,18.338,18.338,Eigenvalues of Random Matrices,G,18.701 or permission of instructor
18,18.352,12.009,Nonlinear Dyn Natural Envir,U,"GIR:PHY1, GIR:CAL2; [18.03]"
18,18.353,12.006,Nonlinear Dynamics: Chaos,U,18.03 or 18.032; GIR:PHY2
18,18.354,18.354,Nonlinr Dynamics:Continuum Sys,U,18.03 or 18.032; GIR:PHY2
18,18.3541,18.354,Nonlinr Dynamics:Continuum Sys,G,18.03 or 18.032; GIR:PHY2
18,18.355,18.355,Fluid Mechanics,G,"18.354, 2.25, or 12.800"
18,18.357,18.357,Interfacial Phenomena,G,"18.354, 18.355, 12.800, 2.25, or permission of instructor"
18,18.358,1.068,Nonlinear Dynamics Turbulence,G,1.060A
18,18.367,18.367,Waves and Imaging,G,Permission of instructor
18,18.369,18.369,Methods in Nanophotonics,G,"18.303, 8.07, or permission of instructor"
18,18.376,2.062,Wave Propagation,G,"2.003, 18.075"
18,18.377,2.034,Nonlinear Dynamics,G,Permission of instructor
18,18.384,18.384,Undergrad Physical Math Sem,U,"18.300, 18.353, 18.354, or permission of instructor"
18,18.385,18.385,Nonlinear Dynamics & Chaos,G,18.03 or 18.032
18,18.397,18.397,Math Methods in Physics,G,18.745 or some familiarity with Lie theory
18,18.4,6.045,"Automata, Comput, & Complexity",U,6.042
18,18.404,18.404,Theory of Computation,U,18.200 or 18.062J
18,18.4041,18.404,Theory of Computation,G,18.200 or 18.062J
18,18.405,18.405,Advanced Complexity Theory,G,18.404
18,18.408,18.408,Topics in Theoretical Comp Sci,G,Permission of instructor
18,18.41,6.046,Design and Analysis Algorithms,U,6.006
18,18.415,6.854,Advanced Algorithms,G,"6.041B, 6.042, or 18.600; 6.046"
18,18.416,6.856,Randomized Algorithms,G,"6.854J, 6.041B or 6.042J"
18,18.417,18.417,Computational Molecular Bio,G,"6.01, 6.006, or permission of instructor"
18,18.418,18.418,Topics:Computatn Molecular Bio,G,"18.417, 6.047, or permission of instructor"
18,18.424,18.424,Seminar in Information Theory,U,"18.05, 18.600, or 6.041B; 18.06, 18.700, or 18.701"
18,18.425,6.875,Cryptography & Cryptanalysis,G,6.046J
18,18.434,18.434,Seminar Theoretical Comp Sci,U,18.41
18,18.435,18.435,Quantum Computation,G,Permission of instructor
18,18.436,8.371,Quantum Information Science,G,18.435
18,18.437,6.852,Distributed Algorithms,G,6.046
18,18.453,18.453,Combinatorial Optimization,U,"18.06, 18.700, or 18.701"
18,18.4531,18.453,Combinatorial Optimization,G,"18.06, 18.700, or 18.701"
18,18.455,18.455,Adv Combinatorial Optimization,G,18.453 or permission of instructor
18,18.504,18.504,Seminar in Logic,U,"18.100A, 18.100B, 18.100P, or 18.100Q; 18.06, 18.510, 18.700, or 18.701"
18,18.51,18.51,Intro: Math Logic & Set Theory,U,
18,18.515,18.515,Mathematical Logic,G,Permission of instructor
18,18.6,18.6,Probability & Random Variables,U,GIR:CAL2
18,18.615,18.615,Intro to Stochastic Process,G,18.600 or 6.041B
18,18.642,18.642,Math Topics for Finance,U,18.03; 18.06; 18.05 or 18.600
18,18.65,18.65,Fundamentals of Statistics,U,18.600 or 6.041B
18,18.6501,18.65,Fundamentals of Statistics,G,18.600 or 6.041B
18,18.655,18.655,Mathematical Statistics,G,Permission of instructor
18,18.657,18.657,Topics in Statistics,G,Permission of instructor
18,18.7,18.7,Linear Algebra,U,GIR:CAL2
18,18.701,18.701,Algebra I,U,"18.100A, 18.100B, 18.100P, 18.100Q, or permission of instructor"
18,18.702,18.702,Algebra II,U,18.701
18,18.703,18.703,Modern Algebra,U,GIR:CAL2
18,18.704,18.704,Seminar in Algebra,U,"18.701; or 18.06, 18.703; or 18.700, 18.703"
18,18.705,18.705,Commutative Algebra,G,18.702
18,18.706,18.706,Noncommutative Algebra,G,18.702
18,18.708,18.708,Topics in Algebra,G,18.705
18,18.715,18.715,Intro to Representation Theory,G,18.702 or 18.703
18,18.721,18.721,Intro to Algebraic Geometry,U,"18.702, 18.901"
18,18.725,18.725,Algebraic Geometry I,G,[18.705]
18,18.726,18.726,Algebraic Geometry II,G,18.725
18,18.727,18.727,Topics in Algebraic Geometry,G,18.725
18,18.737,18.737,Algebraic Groups,G,18.705
18,18.745,18.745,Introduction to Lie Algebras,G,18.701 or 18.703
18,18.747,18.747,Infinite-Dimens Lie Algebras,G,18.745
18,18.748,18.748,Topics in Lie Theory,G,Permission of instructor
18,18.755,18.755,Introduction to Lie Groups,G,"18.100A, 18.100B, 18.100P, or 18.100Q; 18.700 or 18.701"
18,18.757,18.757,Representations of Lie Groups,G,18.745 or 18.755
18,18.781,18.781,Theory of Numbers,U,
18,18.782,18.782,Intro to Arithmetic Geometry,U,18.702
18,18.783,18.783,Elliptic Curves,U,"18.703, or [18.702], or permission of instructor"
18,18.7831,18.783,Elliptic Curves,G,"18.703, [18.702], or permission of instructor"
18,18.784,18.784,Seminar in Number Theory,U,"18.06; 18.100A, 18.100B, 18.100P, or 18.100Q"
18,18.785,18.785,Number Theory I,G,[18.705]
18,18.786,18.786,Number Theory II,G,18.785
18,18.787,18.787,Topics in Number Theory,G,Permission of instructor
18,18.821,18.821,Project Lab in Mathematics,U,Two mathematics subjects numbered 18.100 or above
18,18.901,18.901,Introduction to Topology,U,"18.100A, 18.100B, 18.100P, 18.100Q, or permission of instructor"
18,18.9011,18.901,Introduction to Topology,G,"18.100A, 18.100B, 18.100P, 18.100Q, or permission of instructor"
18,18.904,18.904,Seminar in Topology,U,18.901
18,18.905,18.905,Algebraic Topology I,G,18.701 or 18.703; 18.901
18,18.906,18.906,Algebraic Topology II,G,18.905
18,18.917,18.917,Topics in Algebraic Topology,G,18.906
18,18.919,18.919,Graduate Topology Seminar,G,18.906
18,18.937,18.937,Topics in Geometric Topology,G,Permission of instructor
18,18.95,18.95,Differential Geometry,U,"18.100A, 18.100B, 18.100P, or 18.100Q; 18.06, 18.700, or 18.701"
18,18.9501,18.95,Differential Geometry,G,"18.100A, 18.100B, 18.100P, or 18.100Q; 18.06, 18.700, or 18.701"
18,18.952,18.952,Theory of Differential Forms,U,18.101; 18.700 or 18.701
18,18.965,18.965,Geometry of Manifolds I,G,"18.101, 18.950 or 18.952"
18,18.966,18.966,Geometry of Manifolds II,G,18.965
18,18.968,18.968,Topics in Geometry,G,18.965
