Id,Label,timeset,indegree,outdegree,Degree,modularity_class
21H.991,21H.991,,0,1,1,3
8.033,8.033,,2,4,6,4
4.587,4.587,,12,0,12,0
6.007,6.007,,3,1,4,4
6.035,6.035,,2,0,2,1
6.034,6.034,,4,1,5,0
21W.898,21W.898,,8,0,8,2
3.41,3.41,,2,0,2,14
EC.790,EC.790,,0,0,0,0
14.453,14.453,,2,1,3,3
21W.899,21W.899,,8,0,8,2
8.044,8.044,,2,7,9,4
12.853,12.853,,14,0,14,0
6.037,6.037,,0,0,0,0
21W.S60,21W.S60,,0,0,0,0
18.303,18.303,,6,0,6,0
6.036,6.036,,4,1,5,0
6.041A,6.041A,,8,3,11,1
6.013,6.013,,2,5,7,4
8.05,8.05,,4,8,12,4
6.042,6.042,,8,5,13,1
21W.THG,21W.THG,,8,0,8,2
14.462,14.462,,4,0,4,0
3.44,3.44,,2,0,2,14
15.875,15.875,,6,0,6,0
8.051,8.051,,2,0,2,4
6.041B,6.041B,,6,18,24,1
11.S949,11.S949,,8,0,8,2
12.862,12.862,,5,0,5,0
21A.502,21A.502,,0,0,0,0
4.488,4.488,,8,0,8,2
21A.504,21A.504,,0,0,0,0
8.07,8.07,,2,4,6,4
21A.505,21A.505,,0,0,0,0
8.06,8.06,,4,0,4,0
6.046,6.046,,3,3,6,1
21A.508,21A.508,,0,0,0,0
21W.THU,21W.THU,,6,0,6,1
21A.509,21A.509,,0,0,0,0
6.045,6.045,,5,2,7,1
21A.520,21A.520,,0,0,0,0
21A.550,21A.550,,0,0,0,0
1.364,1.364,,4,0,4,0
21A.400,21A.400,,0,0,0,0
21W.UR,21W.UR,,0,0,0,0
7.87,7.87,,10,0,10,3
21A.809,21A.809,,8,0,8,2
21A.802,21A.802,,8,0,8,2
14.471,14.471,,4,0,4,0
21A.819,21A.819,,8,0,8,2
STS.360,STS.360,,2,0,2,3
21A.859,21A.859,,0,1,1,3
4.463,4.463,,13,0,13,0
21G.S02,21G.S02,,0,0,0,0
EC.718,EC.718,,0,0,0,0
21W.URG,21W.URG,,0,0,0,0
21G.S03,21G.S03,,0,0,0,0
12.385,12.385,,8,0,8,2
6.047,6.047,,11,0,11,1
21W.011,21W.011,,0,0,0,0
18.965,18.965,,7,1,8,0
11.376,11.376,,8,0,8,2
4.481,4.481,,8,0,8,2
STS.340,STS.340,,8,0,8,2
8.09,8.09,,4,0,4,0
18.952,18.952,,3,0,3,1
7.33,7.33,,3,0,3,4
15.418,15.418,,5,0,5,0
21W.012,21W.012,,0,0,0,0
21W.740,21W.740,,0,0,0,0
8.14,8.14,,2,0,2,4
2.016,2.016,,4,3,7,0
21W.013,21W.013,,0,0,0,0
18.966,18.966,,6,0,6,0
21W.014,21W.014,,0,0,0,0
21G.410,21G.410,,6,2,8,0
